gid	gname	uid	name	N	mean	median	std	cv	min	q005	q095	max	U	symbol	classification	unit
control	Control	[Cve_api]_aucinf	API AUC∞	1000	7.54081615101517e-05	5.605185796042276e-05	6.461135021199774e-05	0.8568217142291628	2.5829786238109133e-05	3.453296921116512e-05	0.0001665419541787539	0.0007332100995820396	4.031652656440284	<***>	high	mM*min
control	Control	[Cve_api]_cmax	API Cmax	1000	1.4243672747392095e-07	1.069780514805581e-07	1.2618584613712094e-07	0.8859080686210273	2.3160675622867696e-08	5.881218791327759e-08	3.2647324780418225e-07	1.543054666624938e-06	4.048359375669187	<***>	high	mM
control	Control	[Cve_api]_thalf	API Half-life	1000	284.30343349731095	278.63162986644073	39.37667931494109	0.13850229956970792	241.18758654154485	244.83474069247603	323.85154375606584	651.7829219283408	0.3393566822160556	<**>	medium	min
control	Control	[Cve_api]_vd	API Vd	1000	78359.60877262644	77998.95648583733	33653.71306300354	0.4294778086584817	5857.758310950706	25883.26351603163	132941.45575095556	253589.66927378398	1.6224841128030072	<**>	medium	l
control	Control	[Cve_api]_cl	API CL	1000	0.19096914818608562	0.19413086276676175	0.07649542990935265	0.40056433531773095	0.014840756864210665	0.06533731870983128	0.31510177219070806	0.421273049570437	1.5295264655822554	<**>	medium	mole/min/mM
control	Control	[Cve_api]_kel	API kel	1000	0.002472137941132336	0.002487683116184221	0.0002603898464535368	0.1053298208490211	0.0010634632440341114	0.0021403238823233415	0.002831081848361553	0.002873892435755809	0.3214447927680969	<**>	medium	1/min
control	Control	[Cve_m1]_aucinf	M1 AUC∞	1000	0.22467515120411197	0.22604076194879888	0.11047652873887452	0.4917167214388976	0.0003110744874900355	0.041753594561840676	0.406248615342226	0.557386906810876	1.8942192665492572	<**>	medium	mM*min
control	Control	[Cve_m1]_cmax	M1 Cmax	1000	0.0002642602681580933	0.00026786010869992165	0.00012818985769269618	0.4850894104747021	3.743514855785257e-07	4.664514441568029e-05	0.0004834825712152479	0.0006322952027516917	1.8416002425236981	<**>	medium	mmole/l
control	Control	[Cve_m1]_thalf	M1 Half-life	1000	286.7548502198489	282.31770412795134	35.767017977617606	0.12473029819790594	243.28703951497295	248.42924125482187	326.9309354225124	657.0674367774982	0.30104251653936914	<**>	medium	min
control	Control	[Cve_m7]_aucinf	M7 AUC∞	1000	0.22388414681633878	0.21617220937457965	0.11217016342421875	0.501018785918042	0.0017778065526415892	0.039433118219728634	0.42151926833321385	0.6042677924111974	1.9670347692660546	<**>	medium	mM*min
control	Control	[Cve_m7]_cmax	M7 Cmax	1000	0.0002638537778939726	0.00025930215166870244	0.00013063390390387965	0.49509961519813367	2.0969244244739017e-06	4.834486316504715e-05	0.0004862863259653459	0.0005968670433945185	1.957854657693046	<**>	medium	mmole/l
control	Control	[Cve_m7]_thalf	M7 Half-life	1000	286.80499177829563	281.77982657852453	35.78835841415123	0.12478289932211552	243.4196092215981	248.7357451672828	327.07814098389633	659.996068628484	0.2965716934304327	<*>	low	min
control	Control	PT_max	max PT	1000	12.50177788289955	12.501359114437413	0.001603201905855246	0.00012823791310899644	12.500261240427593	12.500709361740688	12.504070018550765	12.521460433753365	0.00042796713412272005	<*>	low	s
control	Control	mPT_max	max mPT	1000	53.44552637748626	53.40592050243133	0.7408753263463715	0.013862251465418491	53.40006898511528	53.40067595425534	53.46624766116236	76.73940172155031	0.0030068088552034134	<*>	low	s
control	Control	aPTT_max	max aPTT	1000	28.536164687343096	28.40325491937591	3.874909953614906	0.1357894445897132	28.40004069235465	28.40041339175321	28.443860018293083	150.99490444395795	0.0028019943519185515	<*>	low	s
control	Control	INR_max	max INR	1000	1.0004766510872138	1.00011359681679	0.002423168896843694	0.002422014441027131	1.0000014213230888	1.0000124612903465	1.0014833545165793	1.062400226852828	0.002898172602672988	<*>	low	dimensionless
control	Control	Xa_inhibition_max	max Xa inhibition	1000	0.07197580726001641	0.0526103682887258	0.0856005161432819	1.1892956731147941	0.00015376497602622162	0.004762701992297382	0.21262026314522878	1.193960321973126	5.227737751146135	<***>	high	dimensionless
